what,kind,bundleId,bundleVersion,description,time
processors,sysinfo,,,"4",1474159890890
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1474159890890
java.runtime.version,sysinfo,,,"1.8.0_51-b16",1474159890890
java.specification.name,sysinfo,,,"Java Platform API Specification",1474159890890
java.specification.vendor,sysinfo,,,"Oracle Corporation",1474159890890
java.specification.version,sysinfo,,,"1.8",1474159890890
java.vendor,sysinfo,,,"Oracle Corporation",1474159890890
java.version,sysinfo,,,"1.8.0_51",1474159890890
java.vm.info,sysinfo,,,"mixed mode",1474159890890
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1474159890890
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1474159890890
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1474159890890
java.vm.specification.version,sysinfo,,,"1.8",1474159890890
java.vm.vendor,sysinfo,,,"Oracle Corporation",1474159890890
java.vm.version,sysinfo,,,"25.51-b03",1474159890890
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1474159890906
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1474159891015
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1474159891031
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1474159891062
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1474159891140
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1474159922592
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474159925896
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474159926208
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474159931847
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1474159934166
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474159934525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474159934993
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474159950825
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1474159965418
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1474159966879
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474159973801
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474159974175
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474160011221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474160166634
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474161146276
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1474161149445
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.ui",1474161150061
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.core",1474161150139
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1474161150357
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1474161150451
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1474161150716
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1474161154051
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1474161174088
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1474161185529
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1474161185940
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1474161186361
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1474161186689
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1474161186860
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1474161186907
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1474161186923
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1474161187126
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1474161187141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474161209385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474161373157
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474161390139
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1474161396017
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474161396795
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1474161407593
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1474161407988
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1474161408197
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1474161408367
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1474161408724
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1474161409640
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1474161410078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474161411417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1474161425387
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1474161427057
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1474161429880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1474161448826
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1474161449854
